Thread ID,Client IP Address,Client Port,User Latitud,User Longitud
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
0,192.168.0.10,44356,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,37419,4.7564624,-74.0379041
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
1,192.168.0.10,44818,4.7564579,-74.0379022
0,192.168.0.10,46048,4.7564579,-74.0379022
